,coauthored_relationship_from,coauthored_relationship_to
3890,authorID_59e19_706d5_1d39f_66711_c2653,authorID_05ada_863a4_cf966_0fd8c_68e22
3891,authorID_05ada_863a4_cf966_0fd8c_68e22,authorID_59e19_706d5_1d39f_66711_c2653
3892,authorID_59e19_706d5_1d39f_66711_c2653,authorID_8e612_bd1f5_d132a_33957_5b8da
3893,authorID_8e612_bd1f5_d132a_33957_5b8da,authorID_59e19_706d5_1d39f_66711_c2653
3894,authorID_59e19_706d5_1d39f_66711_c2653,authorID_5ec1a_0c99d_42860_1ce42_b407a
3895,authorID_5ec1a_0c99d_42860_1ce42_b407a,authorID_59e19_706d5_1d39f_66711_c2653
3896,authorID_59e19_706d5_1d39f_66711_c2653,authorID_226f7_6b55a_cb497_01e06_ded1d
3897,authorID_226f7_6b55a_cb497_01e06_ded1d,authorID_59e19_706d5_1d39f_66711_c2653
3898,authorID_59e19_706d5_1d39f_66711_c2653,authorID_e5b86_1a6d8_a966d_fca7e_7341c
3899,authorID_e5b86_1a6d8_a966d_fca7e_7341c,authorID_59e19_706d5_1d39f_66711_c2653
3900,authorID_da70d_fa4d9_f95ac_979f9_21e8e,authorID_a0d17_7b496_7a6d9_9f4ff_117de
3901,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_da70d_fa4d9_f95ac_979f9_21e8e
3902,authorID_da70d_fa4d9_f95ac_979f9_21e8e,authorID_1be00_34108_2e25c_4e251_ca671
3903,authorID_1be00_34108_2e25c_4e251_ca671,authorID_da70d_fa4d9_f95ac_979f9_21e8e
3904,authorID_da70d_fa4d9_f95ac_979f9_21e8e,authorID_ff2cc_b6ba4_23d35_6bd54_9ed4b
3905,authorID_ff2cc_b6ba4_23d35_6bd54_9ed4b,authorID_da70d_fa4d9_f95ac_979f9_21e8e
3906,authorID_da70d_fa4d9_f95ac_979f9_21e8e,authorID_81178_6ad1a_e74ad_fdd20_dd037
3907,authorID_81178_6ad1a_e74ad_fdd20_dd037,authorID_da70d_fa4d9_f95ac_979f9_21e8e
3908,authorID_da70d_fa4d9_f95ac_979f9_21e8e,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
3909,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_da70d_fa4d9_f95ac_979f9_21e8e
3910,authorID_da70d_fa4d9_f95ac_979f9_21e8e,authorID_49d18_0ecf5_61328_19571_bf39d
3911,authorID_49d18_0ecf5_61328_19571_bf39d,authorID_da70d_fa4d9_f95ac_979f9_21e8e
3912,authorID_da70d_fa4d9_f95ac_979f9_21e8e,authorID_6f4b6_61212_5fb3a_0daec_d2799
3913,authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_da70d_fa4d9_f95ac_979f9_21e8e
3914,authorID_09895_de040_7bcb0_38673_3daa1,authorID_b7a56_873cd_771f2_c446d_369b6
3915,authorID_b7a56_873cd_771f2_c446d_369b6,authorID_09895_de040_7bcb0_38673_3daa1
3916,authorID_09895_de040_7bcb0_38673_3daa1,authorID_02384_9c389_25e2a_f028a_2eb4e
3917,authorID_02384_9c389_25e2a_f028a_2eb4e,authorID_09895_de040_7bcb0_38673_3daa1
3918,authorID_09895_de040_7bcb0_38673_3daa1,authorID_cba28_b89eb_85949_7f544_956d6
3919,authorID_cba28_b89eb_85949_7f544_956d6,authorID_09895_de040_7bcb0_38673_3daa1
3920,authorID_09895_de040_7bcb0_38673_3daa1,authorID_7688b_6ef52_55596_2d008_fff89
3921,authorID_7688b_6ef52_55596_2d008_fff89,authorID_09895_de040_7bcb0_38673_3daa1
3922,authorID_09895_de040_7bcb0_38673_3daa1,authorID_3949a_c1596_ec771_06a70_9a618
3923,authorID_3949a_c1596_ec771_06a70_9a618,authorID_09895_de040_7bcb0_38673_3daa1
3924,authorID_09895_de040_7bcb0_38673_3daa1,authorID_734d0_759cd_b4e0d_0a35e_4fd73
3925,authorID_734d0_759cd_b4e0d_0a35e_4fd73,authorID_09895_de040_7bcb0_38673_3daa1
3926,authorID_09895_de040_7bcb0_38673_3daa1,authorID_27d71_9c754_aacd4_92a6d_c8a1b
3927,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_09895_de040_7bcb0_38673_3daa1
3928,authorID_3c152_85c04_fff40_024bb_8714b,authorID_d4735_e3a26_5e16e_ee03f_59718
3929,authorID_d4735_e3a26_5e16e_ee03f_59718,authorID_3c152_85c04_fff40_024bb_8714b
3930,authorID_3c152_85c04_fff40_024bb_8714b,authorID_e5b86_1a6d8_a966d_fca7e_7341c
3931,authorID_e5b86_1a6d8_a966d_fca7e_7341c,authorID_3c152_85c04_fff40_024bb_8714b
3932,authorID_3c152_85c04_fff40_024bb_8714b,authorID_9400f_1b21c_b527d_7fa3d_3eabb
3933,authorID_9400f_1b21c_b527d_7fa3d_3eabb,authorID_3c152_85c04_fff40_024bb_8714b
3934,authorID_3c152_85c04_fff40_024bb_8714b,authorID_05ada_863a4_cf966_0fd8c_68e22
3935,authorID_05ada_863a4_cf966_0fd8c_68e22,authorID_3c152_85c04_fff40_024bb_8714b
3936,authorID_3c152_85c04_fff40_024bb_8714b,authorID_802b9_06a18_591ea_d8a6d_d809b
3937,authorID_802b9_06a18_591ea_d8a6d_d809b,authorID_3c152_85c04_fff40_024bb_8714b
3938,authorID_3c152_85c04_fff40_024bb_8714b,authorID_28dae_7c8bd_e2f3c_a608f_86d0e
3939,authorID_28dae_7c8bd_e2f3c_a608f_86d0e,authorID_3c152_85c04_fff40_024bb_8714b
3940,authorID_3c152_85c04_fff40_024bb_8714b,authorID_3d914_f9348_c9cc0_ff8a7_97167
3941,authorID_3d914_f9348_c9cc0_ff8a7_97167,authorID_3c152_85c04_fff40_024bb_8714b
3942,authorID_8f1f6_4db81_c40ea_10e1e_9080c,authorID_e5b86_1a6d8_a966d_fca7e_7341c
3943,authorID_e5b86_1a6d8_a966d_fca7e_7341c,authorID_8f1f6_4db81_c40ea_10e1e_9080c
3944,authorID_8f1f6_4db81_c40ea_10e1e_9080c,authorID_59e19_706d5_1d39f_66711_c2653
3945,authorID_59e19_706d5_1d39f_66711_c2653,authorID_8f1f6_4db81_c40ea_10e1e_9080c
3946,authorID_8f1f6_4db81_c40ea_10e1e_9080c,authorID_86573_6a1c3_0a82d_c67ab_a8203
3947,authorID_86573_6a1c3_0a82d_c67ab_a8203,authorID_8f1f6_4db81_c40ea_10e1e_9080c
3948,authorID_8f1f6_4db81_c40ea_10e1e_9080c,authorID_a4e98_7d175_84557_e2fbe_d011c
3949,authorID_a4e98_7d175_84557_e2fbe_d011c,authorID_8f1f6_4db81_c40ea_10e1e_9080c
3950,authorID_8f1f6_4db81_c40ea_10e1e_9080c,authorID_3c152_85c04_fff40_024bb_8714b
3951,authorID_3c152_85c04_fff40_024bb_8714b,authorID_8f1f6_4db81_c40ea_10e1e_9080c
3952,authorID_8f1f6_4db81_c40ea_10e1e_9080c,authorID_3d914_f9348_c9cc0_ff8a7_97167
3953,authorID_3d914_f9348_c9cc0_ff8a7_97167,authorID_8f1f6_4db81_c40ea_10e1e_9080c
3954,authorID_8f1f6_4db81_c40ea_10e1e_9080c,authorID_d4735_e3a26_5e16e_ee03f_59718
3955,authorID_d4735_e3a26_5e16e_ee03f_59718,authorID_8f1f6_4db81_c40ea_10e1e_9080c
3956,authorID_0a5b0_46d07_f6f97_1b777_6de68,authorID_3038b_fb575_bee6a_0e619_45eff
3957,authorID_3038b_fb575_bee6a_0e619_45eff,authorID_0a5b0_46d07_f6f97_1b777_6de68
3958,authorID_0a5b0_46d07_f6f97_1b777_6de68,authorID_1a656_2590e_f19d1_045d0_6c405
3959,authorID_1a656_2590e_f19d1_045d0_6c405,authorID_0a5b0_46d07_f6f97_1b777_6de68
3960,authorID_0a5b0_46d07_f6f97_1b777_6de68,authorID_36ebe_205bc_dfc49_9a25e_6923f
3961,authorID_36ebe_205bc_dfc49_9a25e_6923f,authorID_0a5b0_46d07_f6f97_1b777_6de68
3962,authorID_0a5b0_46d07_f6f97_1b777_6de68,authorID_8d1ed_e4f88_9e0ed_6f082_3d8c1
3963,authorID_8d1ed_e4f88_9e0ed_6f082_3d8c1,authorID_0a5b0_46d07_f6f97_1b777_6de68
3964,authorID_0a5b0_46d07_f6f97_1b777_6de68,authorID_8efbb_e9bc1_9ad2e_043c6_cdb18
3965,authorID_8efbb_e9bc1_9ad2e_043c6_cdb18,authorID_0a5b0_46d07_f6f97_1b777_6de68
3966,authorID_0a5b0_46d07_f6f97_1b777_6de68,authorID_fc95c_e1766_03e9e_1d1ff_ee390
3967,authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_0a5b0_46d07_f6f97_1b777_6de68
3968,authorID_0a5b0_46d07_f6f97_1b777_6de68,authorID_ec2e9_90b93_4dde5_5cb87_30062
3969,authorID_ec2e9_90b93_4dde5_5cb87_30062,authorID_0a5b0_46d07_f6f97_1b777_6de68
3970,authorID_b4944_c6ff0_8dc6f_43da2_e9c82,authorID_734d0_759cd_b4e0d_0a35e_4fd73
3971,authorID_734d0_759cd_b4e0d_0a35e_4fd73,authorID_b4944_c6ff0_8dc6f_43da2_e9c82
3972,authorID_b4944_c6ff0_8dc6f_43da2_e9c82,authorID_cba28_b89eb_85949_7f544_956d6
3973,authorID_cba28_b89eb_85949_7f544_956d6,authorID_b4944_c6ff0_8dc6f_43da2_e9c82
3974,authorID_b4944_c6ff0_8dc6f_43da2_e9c82,authorID_71812_7812c_05853_f0bec_61582
3975,authorID_71812_7812c_05853_f0bec_61582,authorID_b4944_c6ff0_8dc6f_43da2_e9c82
3976,authorID_b4944_c6ff0_8dc6f_43da2_e9c82,authorID_0fecf_9247f_3ddc8_4db8a_804fa
3977,authorID_0fecf_9247f_3ddc8_4db8a_804fa,authorID_b4944_c6ff0_8dc6f_43da2_e9c82
3978,authorID_b4944_c6ff0_8dc6f_43da2_e9c82,authorID_3635a_91e3d_a857f_7847f_68185
3979,authorID_3635a_91e3d_a857f_7847f_68185,authorID_b4944_c6ff0_8dc6f_43da2_e9c82
3980,authorID_b4944_c6ff0_8dc6f_43da2_e9c82,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79
3981,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_b4944_c6ff0_8dc6f_43da2_e9c82
3982,authorID_b4944_c6ff0_8dc6f_43da2_e9c82,authorID_d6061_bbee6_cf13b_d7376_5faae
3983,authorID_d6061_bbee6_cf13b_d7376_5faae,authorID_b4944_c6ff0_8dc6f_43da2_e9c82
3984,authorID_d2f48_3672c_0239f_6d7dd_3c9ec,authorID_5f9c4_ab08c_ac745_7e911_1a30e
3985,authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_d2f48_3672c_0239f_6d7dd_3c9ec
3986,authorID_d2f48_3672c_0239f_6d7dd_3c9ec,authorID_b8aed_072d2_9403e_ce56a_e9641
3987,authorID_b8aed_072d2_9403e_ce56a_e9641,authorID_d2f48_3672c_0239f_6d7dd_3c9ec
3988,authorID_d2f48_3672c_0239f_6d7dd_3c9ec,authorID_9a049_b03f6_fc40b_fcf2f_13632
3989,authorID_9a049_b03f6_fc40b_fcf2f_13632,authorID_d2f48_3672c_0239f_6d7dd_3c9ec
3990,authorID_d2f48_3672c_0239f_6d7dd_3c9ec,authorID_2c7d5_490e6_05083_6f8f2_f0d49
3991,authorID_2c7d5_490e6_05083_6f8f2_f0d49,authorID_d2f48_3672c_0239f_6d7dd_3c9ec
3992,authorID_d2f48_3672c_0239f_6d7dd_3c9ec,authorID_f10d9_1a759_6bf5a_67735_79ff1
3993,authorID_f10d9_1a759_6bf5a_67735_79ff1,authorID_d2f48_3672c_0239f_6d7dd_3c9ec
3994,authorID_d2f48_3672c_0239f_6d7dd_3c9ec,authorID_7f0a2_2117f_8fe01_72cf9_209ff
3995,authorID_7f0a2_2117f_8fe01_72cf9_209ff,authorID_d2f48_3672c_0239f_6d7dd_3c9ec
3996,authorID_d2f48_3672c_0239f_6d7dd_3c9ec,authorID_81b8a_03f97_e8787_c53fe_1a86b
3997,authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_d2f48_3672c_0239f_6d7dd_3c9ec
3998,authorID_dac53_c17c2_50fd4_d4d81_eaf6d,authorID_8d23c_f6c86_e834a_7aa6e_ded54
3999,authorID_8d23c_f6c86_e834a_7aa6e_ded54,authorID_dac53_c17c2_50fd4_d4d81_eaf6d
4000,authorID_dac53_c17c2_50fd4_d4d81_eaf6d,authorID_434c9_b5ae5_14646_bbd91_b5003
4001,authorID_434c9_b5ae5_14646_bbd91_b5003,authorID_dac53_c17c2_50fd4_d4d81_eaf6d
4002,authorID_dac53_c17c2_50fd4_d4d81_eaf6d,authorID_37834_f2f25_762f2_3e1f7_4a531
4003,authorID_37834_f2f25_762f2_3e1f7_4a531,authorID_dac53_c17c2_50fd4_d4d81_eaf6d
4004,authorID_dac53_c17c2_50fd4_d4d81_eaf6d,authorID_8c1f1_04621_9ddd2_16a02_3f792
4005,authorID_8c1f1_04621_9ddd2_16a02_3f792,authorID_dac53_c17c2_50fd4_d4d81_eaf6d
4006,authorID_dac53_c17c2_50fd4_d4d81_eaf6d,authorID_ee62d_e25cc_c2b55_d3a04_95244
4007,authorID_ee62d_e25cc_c2b55_d3a04_95244,authorID_dac53_c17c2_50fd4_d4d81_eaf6d
4008,authorID_dac53_c17c2_50fd4_d4d81_eaf6d,authorID_25fc0_e7096_fc653_71820_2dc30
4009,authorID_25fc0_e7096_fc653_71820_2dc30,authorID_dac53_c17c2_50fd4_d4d81_eaf6d
4010,authorID_535fa_30d7e_25dd8_a49f1_53677,authorID_dfe62_e836a_0a6f2_63342_2230c
4011,authorID_dfe62_e836a_0a6f2_63342_2230c,authorID_535fa_30d7e_25dd8_a49f1_53677
4012,authorID_535fa_30d7e_25dd8_a49f1_53677,authorID_6affd_ae3b3_c1aa6_aa768_9e9b6
4013,authorID_6affd_ae3b3_c1aa6_aa768_9e9b6,authorID_535fa_30d7e_25dd8_a49f1_53677
4014,authorID_535fa_30d7e_25dd8_a49f1_53677,authorID_011af_72a91_0ac4a_cf367_eef9e
4015,authorID_011af_72a91_0ac4a_cf367_eef9e,authorID_535fa_30d7e_25dd8_a49f1_53677
4016,authorID_535fa_30d7e_25dd8_a49f1_53677,authorID_dac53_c17c2_50fd4_d4d81_eaf6d
4017,authorID_dac53_c17c2_50fd4_d4d81_eaf6d,authorID_535fa_30d7e_25dd8_a49f1_53677
4018,authorID_535fa_30d7e_25dd8_a49f1_53677,authorID_d029f_a3a95_e174a_19934_857f5
4019,authorID_d029f_a3a95_e174a_19934_857f5,authorID_535fa_30d7e_25dd8_a49f1_53677
4020,authorID_535fa_30d7e_25dd8_a49f1_53677,authorID_e5b86_1a6d8_a966d_fca7e_7341c
4021,authorID_e5b86_1a6d8_a966d_fca7e_7341c,authorID_535fa_30d7e_25dd8_a49f1_53677
4022,authorID_9537f_32ec7_599e1_ae953_af6c9,authorID_52f11_620e3_97f86_7b7d9_f19e4
4023,authorID_52f11_620e3_97f86_7b7d9_f19e4,authorID_9537f_32ec7_599e1_ae953_af6c9
4024,authorID_9537f_32ec7_599e1_ae953_af6c9,authorID_88820_46218_0e5c8_93eff_2ed73
4025,authorID_88820_46218_0e5c8_93eff_2ed73,authorID_9537f_32ec7_599e1_ae953_af6c9
4026,authorID_9537f_32ec7_599e1_ae953_af6c9,authorID_76a50_887d8_f1c2e_93017_55428
4027,authorID_76a50_887d8_f1c2e_93017_55428,authorID_9537f_32ec7_599e1_ae953_af6c9
4028,authorID_9537f_32ec7_599e1_ae953_af6c9,authorID_ff2cc_b6ba4_23d35_6bd54_9ed4b
4029,authorID_ff2cc_b6ba4_23d35_6bd54_9ed4b,authorID_9537f_32ec7_599e1_ae953_af6c9
4030,authorID_9537f_32ec7_599e1_ae953_af6c9,authorID_8bcbb_4c131_df56f_7c790_66016
4031,authorID_8bcbb_4c131_df56f_7c790_66016,authorID_9537f_32ec7_599e1_ae953_af6c9
4032,authorID_9537f_32ec7_599e1_ae953_af6c9,authorID_6f4b6_61212_5fb3a_0daec_d2799
4033,authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_9537f_32ec7_599e1_ae953_af6c9
4034,authorID_e5b86_1a6d8_a966d_fca7e_7341c,authorID_86573_6a1c3_0a82d_c67ab_a8203
4035,authorID_86573_6a1c3_0a82d_c67ab_a8203,authorID_e5b86_1a6d8_a966d_fca7e_7341c
4036,authorID_e5b86_1a6d8_a966d_fca7e_7341c,authorID_dbae7_72db2_9058a_88f9b_d830e
4037,authorID_dbae7_72db2_9058a_88f9b_d830e,authorID_e5b86_1a6d8_a966d_fca7e_7341c
4038,authorID_e5b86_1a6d8_a966d_fca7e_7341c,authorID_05ada_863a4_cf966_0fd8c_68e22
4039,authorID_05ada_863a4_cf966_0fd8c_68e22,authorID_e5b86_1a6d8_a966d_fca7e_7341c
4040,authorID_e5b86_1a6d8_a966d_fca7e_7341c,authorID_d4735_e3a26_5e16e_ee03f_59718
4041,authorID_d4735_e3a26_5e16e_ee03f_59718,authorID_e5b86_1a6d8_a966d_fca7e_7341c
4042,authorID_e5b86_1a6d8_a966d_fca7e_7341c,authorID_5ec1a_0c99d_42860_1ce42_b407a
4043,authorID_5ec1a_0c99d_42860_1ce42_b407a,authorID_e5b86_1a6d8_a966d_fca7e_7341c
4044,authorID_e5b86_1a6d8_a966d_fca7e_7341c,authorID_8527a_891e2_24136_950ff_32ca2
4045,authorID_8527a_891e2_24136_950ff_32ca2,authorID_e5b86_1a6d8_a966d_fca7e_7341c
4046,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e,authorID_5f9c4_ab08c_ac745_7e911_1a30e
4047,authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e
4048,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e,authorID_d6061_bbee6_cf13b_d7376_5faae
4049,authorID_d6061_bbee6_cf13b_d7376_5faae,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e
4050,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e,authorID_49d18_0ecf5_61328_19571_bf39d
4051,authorID_49d18_0ecf5_61328_19571_bf39d,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e
4052,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79
4053,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e
4054,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e,authorID_b7a56_873cd_771f2_c446d_369b6
4055,authorID_b7a56_873cd_771f2_c446d_369b6,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e
4056,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e,authorID_3038b_fb575_bee6a_0e619_45eff
4057,authorID_3038b_fb575_bee6a_0e619_45eff,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e
4058,authorID_76ebd_b6d45_c61ca_12e62_2118c,authorID_768b8_4ef05_f655d_57fe2_2d488
4059,authorID_768b8_4ef05_f655d_57fe2_2d488,authorID_76ebd_b6d45_c61ca_12e62_2118c
4060,authorID_76ebd_b6d45_c61ca_12e62_2118c,authorID_68519_a9eca_55c68_c7265_8a2a1
4061,authorID_68519_a9eca_55c68_c7265_8a2a1,authorID_76ebd_b6d45_c61ca_12e62_2118c
4062,authorID_76ebd_b6d45_c61ca_12e62_2118c,authorID_d59ec_ed1de_d07f8_4c145_592f6
4063,authorID_d59ec_ed1de_d07f8_4c145_592f6,authorID_76ebd_b6d45_c61ca_12e62_2118c
4064,authorID_76ebd_b6d45_c61ca_12e62_2118c,authorID_fa2b7_af0a8_11b9a_cde60_2aacb
4065,authorID_fa2b7_af0a8_11b9a_cde60_2aacb,authorID_76ebd_b6d45_c61ca_12e62_2118c
4066,authorID_76ebd_b6d45_c61ca_12e62_2118c,authorID_87226_16204_217ed_db39e_7df96
4067,authorID_87226_16204_217ed_db39e_7df96,authorID_76ebd_b6d45_c61ca_12e62_2118c
4068,authorID_76ebd_b6d45_c61ca_12e62_2118c,authorID_3635a_91e3d_a857f_7847f_68185
4069,authorID_3635a_91e3d_a857f_7847f_68185,authorID_76ebd_b6d45_c61ca_12e62_2118c
4070,authorID_ad573_66865_126e5_5649e_cb23a,authorID_16bad_fc620_2cb3f_8889e_0f277
4071,authorID_16bad_fc620_2cb3f_8889e_0f277,authorID_ad573_66865_126e5_5649e_cb23a
4072,authorID_ad573_66865_126e5_5649e_cb23a,authorID_3d328_6f7cd_19074_f04e5_14b0c
4073,authorID_3d328_6f7cd_19074_f04e5_14b0c,authorID_ad573_66865_126e5_5649e_cb23a
4074,authorID_ad573_66865_126e5_5649e_cb23a,authorID_9ae2b_dd7be_edc2e_766c6_b7658
4075,authorID_9ae2b_dd7be_edc2e_766c6_b7658,authorID_ad573_66865_126e5_5649e_cb23a
4076,authorID_ad573_66865_126e5_5649e_cb23a,authorID_f7478_70ae6_66c39_b589f_57785
4077,authorID_f7478_70ae6_66c39_b589f_57785,authorID_ad573_66865_126e5_5649e_cb23a
4078,authorID_ad573_66865_126e5_5649e_cb23a,authorID_a68b4_12c42_82555_f1554_6cf6e
4079,authorID_a68b4_12c42_82555_f1554_6cf6e,authorID_ad573_66865_126e5_5649e_cb23a
4080,authorID_ad573_66865_126e5_5649e_cb23a,authorID_3949a_c1596_ec771_06a70_9a618
4081,authorID_3949a_c1596_ec771_06a70_9a618,authorID_ad573_66865_126e5_5649e_cb23a
4082,authorID_1253e_9373e_781b7_50026_6caa5,authorID_27d71_9c754_aacd4_92a6d_c8a1b
4083,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_1253e_9373e_781b7_50026_6caa5
4084,authorID_1253e_9373e_781b7_50026_6caa5,authorID_c75cb_66ae2_8d8eb_c6ede_d002c
4085,authorID_c75cb_66ae2_8d8eb_c6ede_d002c,authorID_1253e_9373e_781b7_50026_6caa5
4086,authorID_1253e_9373e_781b7_50026_6caa5,authorID_4c970_004b0_678d4_39f17_7e77d
4087,authorID_4c970_004b0_678d4_39f17_7e77d,authorID_1253e_9373e_781b7_50026_6caa5
4088,authorID_1253e_9373e_781b7_50026_6caa5,authorID_3038b_fb575_bee6a_0e619_45eff
4089,authorID_3038b_fb575_bee6a_0e619_45eff,authorID_1253e_9373e_781b7_50026_6caa5
4090,authorID_1253e_9373e_781b7_50026_6caa5,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79
4091,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_1253e_9373e_781b7_50026_6caa5
4092,authorID_1253e_9373e_781b7_50026_6caa5,authorID_19581_e27de_7ced0_0ff1c_e50b2
4093,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_1253e_9373e_781b7_50026_6caa5
4094,authorID_81178_6ad1a_e74ad_fdd20_dd037,authorID_27bad_c983d_f1780_b60c2_b3fa9
4095,authorID_27bad_c983d_f1780_b60c2_b3fa9,authorID_81178_6ad1a_e74ad_fdd20_dd037
4096,authorID_81178_6ad1a_e74ad_fdd20_dd037,authorID_5ef6f_df325_13aa7_cd11f_72bec
4097,authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_81178_6ad1a_e74ad_fdd20_dd037
4098,authorID_81178_6ad1a_e74ad_fdd20_dd037,authorID_67e9c_3aceb_b154a_282f3_26d4f
4099,authorID_67e9c_3aceb_b154a_282f3_26d4f,authorID_81178_6ad1a_e74ad_fdd20_dd037
4100,authorID_81178_6ad1a_e74ad_fdd20_dd037,authorID_49d18_0ecf5_61328_19571_bf39d
4101,authorID_49d18_0ecf5_61328_19571_bf39d,authorID_81178_6ad1a_e74ad_fdd20_dd037
4102,authorID_81178_6ad1a_e74ad_fdd20_dd037,authorID_1be00_34108_2e25c_4e251_ca671
4103,authorID_1be00_34108_2e25c_4e251_ca671,authorID_81178_6ad1a_e74ad_fdd20_dd037
4104,authorID_81178_6ad1a_e74ad_fdd20_dd037,authorID_d4ee9_f58e5_86057_4ca98_e3b48
4105,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_81178_6ad1a_e74ad_fdd20_dd037
4106,authorID_96061_e92f5_8e4bd_cdee7_3df36,authorID_0bba8_69d7f_392cb_caca6_b8935
4107,authorID_0bba8_69d7f_392cb_caca6_b8935,authorID_96061_e92f5_8e4bd_cdee7_3df36
4108,authorID_96061_e92f5_8e4bd_cdee7_3df36,authorID_98010_bd927_0f9b1_00b62_14a21
4109,authorID_98010_bd927_0f9b1_00b62_14a21,authorID_96061_e92f5_8e4bd_cdee7_3df36
4110,authorID_96061_e92f5_8e4bd_cdee7_3df36,authorID_b7a56_873cd_771f2_c446d_369b6
4111,authorID_b7a56_873cd_771f2_c446d_369b6,authorID_96061_e92f5_8e4bd_cdee7_3df36
4112,authorID_96061_e92f5_8e4bd_cdee7_3df36,authorID_6b86b_273ff_34fce_19d6b_804ef
4113,authorID_6b86b_273ff_34fce_19d6b_804ef,authorID_96061_e92f5_8e4bd_cdee7_3df36
4114,authorID_96061_e92f5_8e4bd_cdee7_3df36,authorID_65a69_9905c_02619_370bc_f9207
4115,authorID_65a69_9905c_02619_370bc_f9207,authorID_96061_e92f5_8e4bd_cdee7_3df36
4116,authorID_96061_e92f5_8e4bd_cdee7_3df36,authorID_30883_1041e_a4863_c3f87_d222c
4117,authorID_30883_1041e_a4863_c3f87_d222c,authorID_96061_e92f5_8e4bd_cdee7_3df36
4118,authorID_0bba8_69d7f_392cb_caca6_b8935,authorID_b17ef_6d19c_7a5b1_ee83b_907c5
4119,authorID_b17ef_6d19c_7a5b1_ee83b_907c5,authorID_0bba8_69d7f_392cb_caca6_b8935
4120,authorID_0bba8_69d7f_392cb_caca6_b8935,authorID_0fd42_b3f73_c448b_34940_b339f
4121,authorID_0fd42_b3f73_c448b_34940_b339f,authorID_0bba8_69d7f_392cb_caca6_b8935
4122,authorID_0bba8_69d7f_392cb_caca6_b8935,authorID_7688b_6ef52_55596_2d008_fff89
4123,authorID_7688b_6ef52_55596_2d008_fff89,authorID_0bba8_69d7f_392cb_caca6_b8935
4124,authorID_0bba8_69d7f_392cb_caca6_b8935,authorID_28117_45d7b_8d887_4f6e6_53d17
4125,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_0bba8_69d7f_392cb_caca6_b8935
4126,authorID_0bba8_69d7f_392cb_caca6_b8935,authorID_3635a_91e3d_a857f_7847f_68185
4127,authorID_3635a_91e3d_a857f_7847f_68185,authorID_0bba8_69d7f_392cb_caca6_b8935
4128,authorID_0bba8_69d7f_392cb_caca6_b8935,authorID_1038e_0b72d_98745_fac0f_b015f
4129,authorID_1038e_0b72d_98745_fac0f_b015f,authorID_0bba8_69d7f_392cb_caca6_b8935
4130,authorID_aae02_12936_2d611_717b6_c00ad,authorID_a46e3_7632f_a6ca5_1a13f_e39a5
4131,authorID_a46e3_7632f_a6ca5_1a13f_e39a5,authorID_aae02_12936_2d611_717b6_c00ad
4132,authorID_aae02_12936_2d611_717b6_c00ad,authorID_3038b_fb575_bee6a_0e619_45eff
4133,authorID_3038b_fb575_bee6a_0e619_45eff,authorID_aae02_12936_2d611_717b6_c00ad
4134,authorID_aae02_12936_2d611_717b6_c00ad,authorID_058d5_d43bf_485bf_78dda_1ed4e
4135,authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_aae02_12936_2d611_717b6_c00ad
4136,authorID_aae02_12936_2d611_717b6_c00ad,authorID_e888a_676e1_926d0_c08b5_f11fb
4137,authorID_e888a_676e1_926d0_c08b5_f11fb,authorID_aae02_12936_2d611_717b6_c00ad
4138,authorID_aae02_12936_2d611_717b6_c00ad,authorID_a665a_45920_422f9_d417e_4867e
